CUSTOMER_ID,COLLEGE,DATA,INCOME,OVERCHARGE,LEFTOVER,HOUSE,LESSTHAN600k,CHILD,JOB_CLASS,REVENUE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,TIME_CLIENT,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURNED
C104262,one,124.13793103448279,62398.5,0,19,359534,True,2,1,180.0,210,1,2.2,6,sat,very_high,actively_looking_into_it,STAY
C104263,zero,310.0303951367781,97625.5,179,5,596086,True,3,4,121.0,569,14,2.4,4,unsat,high,considering,LEAVE
C104264,zero,1111.7647058823532,30691.0,70,0,483153,True,2,2,62.0,222,1,7.3,15,very_unsat,very_high,considering,STAY
C104267,one,87.69230769230768,34049.0,0,55,254134,True,3,1,149.0,163,1,1.9,2,very_unsat,avg,considering,STAY
C104269,zero,34.94176372712146,18809.0,61,44,246240,True,2,2,208.0,131,4,1.7,2,very_unsat,little,no,STAY
C104272,zero,750.0,18813.5,0,6,261686,True,0,3,138.0,224,0,2.5,6,very_unsat,very_little,no,STAY
C104273,one,242.30769230769232,33971.0,0,16,605879,False,2,2,125.0,282,1,1.1,4,very_unsat,little,considering,STAY
C104274,zero,136.36363636363637,12948.0,0,78,150139,True,4,3,100.0,137,0,3.0,2,very_sat,very_high,considering,LEAVE
C104276,zero,630.0,28132.0,0,62,240047,True,0,2,128.0,251,1,2.1,1,very_unsat,little,actively_looking_into_it,LEAVE
C104277,one,450.0,52112.0,0,86,274453,True,0,4,143.0,547,1,1.5,1,very_sat,little,actively_looking_into_it,STAY
C104278,one,1620.0,65808.0,0,0,797776,False,1,1,183.0,469,1,5.4,13,avg,little,considering,LEAVE
C104279,zero,738.8059701492538,89214.0,168,0,743409,False,3,2,170.0,374,12,4.6,4,avg,little,no,LEAVE
C104280,zero,564.7058823529411,92761.0,155,0,372369,True,4,4,131.0,617,27,4.8,13,sat,high,no,LEAVE
C104281,zero,33.37969401947149,29523.5,149,47,999989,False,2,3,99.0,207,23,1.8,1,avg,little,never_thought,STAY
C104282,one,182.08092485549136,87187.5,246,56,317495,True,1,1,154.0,521,19,2.1,2,very_unsat,very_little,actively_looking_into_it,STAY
C104283,zero,400.0,42533.0,140,0,572532,True,1,3,122.0,310,15,2.2,8,unsat,little,considering,LEAVE
C104284,one,921.6300940438873,90584.5,219,0,279082,True,3,3,204.0,422,27,7.8,15,avg,avg,considering,LEAVE
C104285,one,583.3333333333333,48279.0,0,8,905732,False,3,1,127.0,293,1,3.5,4,very_sat,very_little,never_thought,STAY
C104286,one,99.58506224066389,72695.0,62,32,376081,True,2,1,194.0,718,3,1.6,2,very_unsat,very_little,considering,STAY
C104287,zero,990.0,60978.5,0,79,834010,False,1,4,132.0,609,1,3.3,1,unsat,very_little,perhaps,LEAVE
C104288,one,306.7092651757189,74559.5,213,6,551253,True,0,1,181.0,553,19,4.2,5,very_unsat,little,no,STAY
C104289,one,197.23183391003462,65625.5,189,0,242424,True,3,3,147.0,349,14,1.9,13,very_unsat,very_high,considering,LEAVE
C104290,zero,1140.0,73957.0,0,21,763857,False,1,4,151.0,554,0,3.8,5,sat,very_little,actively_looking_into_it,STAY
C104291,one,184.51025056947606,18786.5,39,30,190433,True,4,3,197.0,158,5,1.7,5,very_sat,little,actively_looking_into_it,STAY
C104293,zero,246.26865671641792,39583.0,192,11,779893,False,4,1,127.0,201,15,2.3,6,very_sat,very_little,actively_looking_into_it,STAY
C104294,zero,360.613810741688,80585.0,81,21,187538,True,5,4,138.0,648,3,4.7,6,avg,very_little,considering,LEAVE
C104297,zero,64.70588235294119,34515.0,60,35,608725,False,2,2,314.0,325,5,2.1,2,very_sat,little,considering,STAY
C104299,one,269.99999999999994,79782.0,0,10,265525,True,4,3,198.0,190,0,2.8,4,avg,very_high,considering,STAY
C104300,zero,321.83908045977,47574.0,161,0,438483,True,3,1,184.0,362,11,1.8,13,very_unsat,avg,actively_looking_into_it,STAY
C104302,one,24.999999999999996,47270.5,0,50,324641,True,2,1,133.0,338,1,1.5,1,avg,little,considering,STAY
C104303,zero,314.3382352941177,39785.5,174,27,967115,False,3,4,124.0,232,29,4.7,1,unsat,very_high,never_thought,STAY
C104304,zero,935.2941176470588,86419.5,70,12,374856,True,1,1,157.0,431,3,4.3,6,very_unsat,little,considering,STAY
C104305,one,572.3684210526316,43229.0,204,10,226100,True,1,4,116.0,215,13,4.8,1,avg,very_high,considering,LEAVE
C104306,zero,64.28571428571428,56838.0,0,60,515566,True,2,2,118.0,863,1,1.5,1,very_unsat,little,considering,LEAVE
C104308,one,1050.0,63307.5,0,12,496721,True,0,4,154.0,685,0,2.5,4,very_unsat,very_little,no,STAY
C104309,zero,1136.6459627329193,27093.5,61,8,240096,True,1,3,129.0,178,4,5.1,5,very_unsat,very_little,considering,STAY
C104312,one,302.83911671924295,70471.0,217,7,691717,False,1,3,107.0,141,12,2.2,6,very_sat,little,considering,STAY
C104313,zero,179.2207792207792,27223.0,65,22,756862,False,5,1,123.0,279,4,2.3,13,very_unsat,little,actively_looking_into_it,STAY
C104314,zero,350.132625994695,48724.0,67,21,383357,True,4,3,135.0,350,3,3.4,15,very_unsat,very_high,considering,LEAVE
C104315,one,607.5949367088608,46891.0,58,75,721729,False,0,1,95.0,288,5,2.2,1,unsat,little,actively_looking_into_it,STAY
C104316,zero,2010.0,55990.5,0,18,,,1,2,104.0,673,0,6.7,6,very_sat,very_little,considering,STAY
C104317,zero,403.1249999999999,62294.5,0,22,162413,True,4,3,156.0,685,1,5.3,5,very_unsat,very_high,actively_looking_into_it,STAY
C104319,one,328.20512820512823,90953.5,225,26,190005,True,2,2,129.0,178,28,4.4,1,very_sat,very_high,no,LEAVE
C104320,one,87.27272727272728,41203.0,0,45,245955,True,2,3,133.0,383,1,0.6,1,avg,very_little,considering,LEAVE
C104321,one,984.375,24595.5,28,43,285723,True,1,4,83.0,169,3,5.2,1,very_unsat,very_high,actively_looking_into_it,STAY
C104322,zero,22.388059701492537,46917.0,0,57,642665,False,2,4,101.0,372,1,1.5,2,very_unsat,little,considering,STAY
C104323,one,930.0,29729.0,0,0,815034,False,0,1,136.0,315,0,3.1,11,unsat,little,perhaps,STAY
C104324,zero,660.0000000000001,50711.0,0,16,826824,False,1,1,152.0,696,1,1.2,4,very_unsat,little,considering,STAY
C104325,zero,221.42857142857147,34195.0,230,9,486127,True,4,4,204.0,173,29,1.1,6,very_unsat,little,considering,LEAVE
C104326,one,892.8571428571428,27063.0,68,13,485574,True,0,2,160.0,234,4,4.0,6,very_unsat,very_high,considering,STAY
C104327,zero,52.376333656644036,92450.5,171,76,469777,True,2,3,148.0,771,24,2.8,2,very_unsat,little,considering,STAY
C104329,one,382.8451882845188,39021.0,208,17,839785,False,2,2,97.0,338,15,6.1,5,sat,very_little,actively_looking_into_it,STAY
C104330,zero,50.56179775280899,24902.0,0,79,518779,True,5,4,153.0,182,1,1.5,1,very_unsat,very_high,considering,STAY
C104331,zero,1379.9999999999998,17416.0,0,5,893098,False,1,4,181.0,203,3,4.6,4,very_unsat,very_high,actively_looking_into_it,STAY
C104332,one,268.8172043010753,19312.0,39,14,226366,True,4,1,123.0,231,3,3.5,6,unsat,very_little,considering,STAY
C104334,zero,331.61953727506426,40407.0,49,24,181700,True,2,3,288.0,305,5,2.3,13,avg,very_little,actively_looking_into_it,LEAVE
C104335,zero,165.25423728813564,27422.5,72,30,234971,True,3,1,97.0,199,3,1.6,2,avg,very_little,considering,STAY
C104336,one,300.91185410334344,97631.5,229,6,613332,False,1,1,142.0,662,5,1.3,4,very_sat,high,perhaps,LEAVE
C104337,one,625.4416961130742,89747.5,183,0,529329,True,5,2,145.0,610,13,3.9,10,very_unsat,little,never_thought,LEAVE
C104338,one,174.1935483870968,56375.0,210,0,225574,True,3,4,141.0,379,18,0.8,14,very_unsat,high,considering,LEAVE
C104339,zero,77.12082262210797,36475.0,238,44,712470,False,3,1,116.0,206,13,1.0,1,very_unsat,little,perhaps,STAY
C104340,one,71.91780821917807,60530.5,192,0,506705,True,5,3,119.0,315,15,1.7,15,very_unsat,very_high,actively_looking_into_it,STAY
C104341,one,795.9183673469388,60184.0,47,0,733171,False,2,2,134.0,668,3,2.9,14,avg,little,never_thought,LEAVE
C104342,one,480.0,49042.0,0,0,185207,True,0,3,111.0,398,1,1.6,13,avg,little,considering,STAY
C104343,one,1950.0,30820.5,0,0,635875,False,1,3,105.0,283,0,5.5,11,unsat,very_high,actively_looking_into_it,STAY
C104344,zero,207.2072072072072,37884.0,186,38,165947,True,4,1,158.0,177,20,3.6,2,very_unsat,avg,considering,LEAVE
C104345,zero,573.0337078651686,27047.5,78,0,305609,True,1,2,132.0,686,5,4.4,10,unsat,very_high,actively_looking_into_it,STAY
C104346,zero,300.0,30304.0,0,23,316891,True,2,3,124.0,249,5,2.3,4,very_unsat,very_high,considering,STAY
C104347,one,611.111111111111,51457.5,62,0,659860,False,0,4,128.0,359,3,2.3,14,very_unsat,very_little,perhaps,STAY
C104348,zero,157.4074074074074,31376.5,192,68,820438,False,2,1,110.0,175,20,5.1,2,very_unsat,very_high,considering,STAY
C104349,one,318.5840707964602,30526.5,159,8,188474,True,4,1,216.0,186,21,2.6,4,very_unsat,very_high,actively_looking_into_it,LEAVE
C104350,one,1170.0,72539.5,0,6,725831,False,1,2,213.0,304,1,2.9,6,very_unsat,high,considering,STAY
C104351,zero,540.0,67402.5,0,33,698547,False,1,1,173.0,558,0,1.8,1,unsat,avg,never_thought,STAY
C104352,zero,1276.595744680851,79005.0,41,0,553209,True,2,2,143.0,746,4,5.0,10,avg,little,no,STAY
C104353,one,94.48818897637796,37719.5,154,0,250375,True,3,1,158.0,213,5,1.8,8,very_unsat,little,perhaps,STAY
C104354,zero,617.6470588235295,41985.5,70,0,396432,True,2,1,148.0,300,3,2.5,1,unsat,high,considering,LEAVE
C104355,one,52.325581395348834,35272.5,126,29,786553,False,3,2,134.0,176,21,0.9,2,very_unsat,little,considering,STAY
C104356,one,217.24137931034483,76915.5,0,48,843392,False,4,4,149.0,749,0,3.2,1,unsat,very_little,actively_looking_into_it,LEAVE
C104357,zero,731.25,43966.5,0,6,887360,False,3,1,102.0,363,0,3.9,6,avg,very_high,never_thought,STAY
C104359,one,1229.9999999999998,20679.5,0,0,836824,False,3,2,162.0,146,1,5.1,15,very_unsat,very_little,never_thought,STAY
C104360,zero,474.99999999999994,20636.5,0,14,225456,True,4,4,216.0,360,0,2.8,5,sat,very_little,perhaps,STAY
C104361,one,420.0,64500.5,0,5,801750,False,4,1,183.0,793,1,3.1,5,very_sat,little,never_thought,STAY
C104362,one,377.9527559055118,26816.5,154,14,368555,True,1,1,140.0,156,25,2.2,6,unsat,little,actively_looking_into_it,STAY
C104364,one,0.0,58085.0,141,86,274488,True,1,4,160.0,379,25,0.6,1,unsat,very_little,considering,STAY
C104365,zero,276.3157894736842,27775.0,52,0,740102,False,3,2,162.0,150,5,1.4,8,very_sat,very_high,no,STAY
C104367,zero,284.61538461538464,45466.5,0,29,400447,True,2,4,95.0,264,1,4.7,1,very_sat,very_little,considering,STAY
C104368,one,52.70270270270271,69649.0,0,64,401089,True,3,2,209.0,512,1,1.3,2,unsat,little,considering,STAY
C104369,one,121.70385395537525,87460.5,83,31,986007,False,2,3,233.0,563,4,2.0,1,very_unsat,very_little,no,STAY
C104371,one,1350.0,77331.5,0,78,720086,False,1,3,92.0,731,0,2.5,2,unsat,very_high,considering,LEAVE
C104372,one,182.14285714285717,16367.0,0,46,380763,True,2,4,132.0,223,1,2.4,2,very_unsat,very_little,no,LEAVE
C104373,one,443.18181818181813,57246.5,76,0,211934,True,3,4,97.0,329,4,2.6,11,unsat,avg,no,STAY
C104374,zero,669.0647482014386,54350.0,39,25,559388,True,1,2,132.0,603,4,3.1,2,unsat,avg,actively_looking_into_it,LEAVE
C104375,one,81.69440242057489,43392.5,41,52,216524,True,2,3,84.0,295,4,1.8,2,very_unsat,very_little,no,STAY
C104376,one,165.0793650793651,39748.0,65,78,820783,False,4,2,83.0,328,4,5.2,1,very_sat,very_high,considering,STAY
C104377,one,1860.0,43870.5,0,27,240379,True,1,4,231.0,255,1,5.2,1,very_unsat,little,considering,STAY
C104378,one,370.3703703703703,31686.5,62,38,828359,False,1,3,228.0,372,5,3.0,2,unsat,very_little,no,STAY
C104379,one,357.79816513761466,79908.0,227,0,179183,True,2,3,134.0,270,1,3.9,10,sat,very_little,no,STAY
C104380,one,720.0,42247.5,0,0,516245,True,1,1,110.0,389,1,1.4,14,very_sat,very_little,no,STAY
C104382,one,830.7692307692307,41020.5,0,16,165758,True,3,4,102.0,262,0,6.2,4,avg,high,considering,STAY
C104384,one,611.8421052631579,29338.0,52,0,925707,False,2,2,161.0,224,5,3.1,12,very_unsat,high,considering,STAY
C104385,one,810.0,45866.5,0,0,818472,False,4,3,113.0,303,1,2.7,8,unsat,little,considering,STAY
C104386,one,226.41509433962267,38691.0,48,17,722228,False,3,3,124.0,315,1,2.4,5,very_unsat,little,actively_looking_into_it,STAY
C104387,one,448.97959183673476,42051.5,47,0,217600,True,5,4,284.0,595,3,1.2,13,very_sat,little,never_thought,STAY
C104389,zero,99.99999999999999,19035.5,20,0,602488,False,1,2,174.0,180,3,1.4,10,avg,very_high,considering,STAY
C104390,zero,630.0,73620.5,0,0,319504,True,0,1,123.0,789,25,3.1,12,unsat,avg,actively_looking_into_it,STAY
C104392,zero,431.2499999999999,36694.5,0,6,262153,True,4,2,141.0,383,0,3.3,6,very_unsat,very_little,actively_looking_into_it,STAY
C104394,zero,339.622641509434,21662.0,59,0,444582,True,2,1,257.0,138,5,1.8,15,very_unsat,avg,considering,STAY
C104395,zero,440.86021505376345,30313.5,179,72,246542,True,0,4,255.0,144,29,3.1,1,very_unsat,very_high,actively_looking_into_it,LEAVE
C104396,zero,106.45161290322581,72056.5,0,21,211933,True,3,4,179.0,577,11,2.1,4,sat,very_little,actively_looking_into_it,STAY
C104398,one,195.6521739130435,18167.5,0,82,180522,True,2,3,220.0,208,0,5.0,1,unsat,little,considering,LEAVE
C104399,zero,712.230215827338,19585.0,39,46,276112,True,1,2,174.0,225,3,3.3,1,unsat,high,no,LEAVE
C104400,zero,260.377358490566,31562.5,165,0,957609,False,3,2,194.0,148,28,1.3,10,very_sat,very_high,considering,STAY
C104401,zero,1529.9999999999998,29225.0,0,0,418872,True,4,4,140.0,266,0,3.1,15,very_unsat,little,actively_looking_into_it,LEAVE
C104402,one,514.9253731343283,72457.5,34,0,285908,True,0,1,216.0,881,5,1.3,6,very_sat,very_high,no,STAY
C104403,zero,111.52416356877325,31673.0,169,0,776142,False,2,1,139.0,219,21,2.0,4,very_unsat,very_high,no,STAY
C104404,zero,240.0,48651.5,0,0,290203,True,3,1,214.0,273,1,1.8,14,very_sat,very_little,considering,STAY
C104405,one,161.29032258064515,48466.5,218,24,338357,True,2,4,90.0,257,16,2.0,5,very_unsat,little,considering,LEAVE
C104406,one,1620.0,54675.0,0,56,371244,True,0,4,145.0,547,1,4.4,1,avg,high,considering,LEAVE
C104409,zero,339.2857142857142,67185.0,68,0,359796,True,4,3,218.0,424,18,2.9,15,unsat,very_high,no,STAY
C104410,one,441.1764705882353,45179.5,36,0,640819,False,2,2,81.0,278,3,3.0,15,very_sat,little,considering,STAY
C104411,one,120.21857923497268,35127.0,239,21,347575,True,2,3,114.0,205,20,3.2,5,avg,very_high,considering,STAY
C104412,one,277.2277227722772,67752.5,203,0,,,2,2,255.0,285,22,2.8,9,very_unsat,little,actively_looking_into_it,LEAVE
C104413,zero,448.97959183673476,75838.0,47,0,675572,False,0,2,176.0,569,1,2.2,1,unsat,very_little,actively_looking_into_it,LEAVE
C104414,one,750.0,22612.5,0,10,190946,True,2,4,171.0,173,1,4.0,4,avg,very_high,no,STAY
C104415,zero,249.99999999999994,24336.0,56,0,676844,False,1,4,159.0,229,5,2.3,14,unsat,little,actively_looking_into_it,STAY
C104416,zero,123.52941176470587,41845.5,0,58,896731,False,3,1,111.0,277,1,1.8,2,very_sat,little,considering,LEAVE
C104417,zero,204.5454545454545,25716.5,90,25,677532,False,3,3,222.0,669,3,2.0,4,sat,very_little,actively_looking_into_it,STAY
C104418,zero,341.3173652694611,26882.5,64,17,205210,True,4,2,154.0,206,4,2.8,6,very_unsat,little,actively_looking_into_it,LEAVE
C104419,one,234.7826086956522,35009.0,245,0,634072,False,1,3,168.0,245,15,3.7,12,unsat,very_high,considering,STAY
C104420,zero,163.63636363636363,11514.5,0,45,578981,True,3,4,115.0,194,0,4.0,2,very_sat,avg,never_thought,STAY
C104422,one,515.625,95734.0,220,77,989990,False,1,4,113.0,414,26,4.5,1,unsat,very_little,considering,LEAVE
C104423,zero,554.1401273885351,27586.5,57,6,297108,True,1,2,136.0,199,12,3.9,6,very_unsat,high,considering,STAY
C104424,zero,697.6744186046512,54769.5,201,0,321736,True,3,2,154.0,264,29,5.0,12,unsat,little,no,LEAVE
C104426,zero,206.21931260229135,33104.0,211,30,819002,False,3,1,209.0,236,13,3.2,1,very_unsat,very_little,no,STAY
C104427,one,1840.909090909091,57740.0,32,0,226371,True,2,2,121.0,876,5,8.1,9,very_unsat,little,considering,LEAVE
C104428,zero,302.67062314540055,73848.5,237,0,,,2,4,116.0,623,23,3.4,13,very_unsat,little,considering,STAY
C104429,zero,97.10391822827938,49644.0,207,28,359618,True,4,3,163.0,399,22,1.9,15,very_unsat,very_high,perhaps,LEAVE
C104430,one,293.3753943217665,32995.0,217,33,,,1,2,300.0,289,23,3.1,1,unsat,avg,considering,LEAVE
C104432,one,455.1724137931035,32192.0,45,79,609554,False,1,2,152.0,339,4,1.2,10,very_sat,very_high,considering,STAY
C104433,one,199.99999999999997,18507.5,0,11,680383,False,2,3,98.0,239,1,1.4,6,unsat,very_little,considering,STAY
C104435,one,229.09090909090912,88714.0,175,0,375756,True,2,1,144.0,473,16,3.1,13,sat,little,no,STAY
C104436,one,600.0,11782.0,0,0,275658,True,0,2,151.0,136,1,1.0,14,very_unsat,high,actively_looking_into_it,STAY
C104439,zero,636.986301369863,30644.5,46,0,252066,True,1,1,145.0,364,4,3.1,12,very_sat,high,never_thought,STAY
C104440,zero,343.94904458598717,39856.5,214,0,179177,True,0,4,200.0,228,5,4.6,10,very_sat,very_high,actively_looking_into_it,STAY
C104441,one,140.625,27729.5,0,22,191161,True,2,2,139.0,367,1,2.5,6,very_sat,little,considering,STAY
C104442,zero,630.0,75832.5,0,70,939641,False,1,3,156.0,749,1,2.1,2,unsat,very_little,considering,LEAVE
C104443,zero,387.7551020408163,67575.5,201,14,451000,True,2,4,135.0,317,10,3.7,6,very_unsat,very_high,actively_looking_into_it,LEAVE
C104446,zero,61.44578313253012,11704.0,0,73,438273,True,2,1,116.0,181,1,1.7,1,very_sat,little,actively_looking_into_it,LEAVE
C104448,zero,286.2190812720848,33511.5,183,79,918349,False,1,3,73.0,243,11,1.7,1,very_unsat,little,actively_looking_into_it,STAY
C104449,zero,1164.1791044776119,23342.5,34,0,209258,True,1,4,110.0,186,4,4.2,13,unsat,little,considering,LEAVE
C104453,zero,192.30769230769232,20195.5,42,17,675910,False,3,3,113.0,371,5,2.0,2,very_unsat,very_high,actively_looking_into_it,STAY
C104456,one,802.8169014084507,38434.5,42,0,233386,True,2,2,152.0,680,4,2.8,15,unsat,little,considering,STAY
C104457,zero,555.0,77883.0,0,10,293069,True,3,2,84.0,446,1,2.7,5,very_unsat,very_little,considering,LEAVE
C104458,one,576.6233766233767,45305.0,225,6,456479,True,3,4,100.0,244,12,8.4,6,very_unsat,little,considering,STAY
C104460,zero,1620.0,12618.5,0,0,261907,True,5,1,189.0,159,1,3.4,13,very_unsat,very_high,perhaps,LEAVE
C104461,zero,177.6859504132231,92614.0,186,44,386708,True,3,4,149.0,529,19,3.3,2,avg,little,considering,LEAVE
C104463,zero,292.4187725631769,42468.0,177,21,869685,False,1,4,132.0,134,10,1.7,6,very_sat,little,perhaps,STAY
C104464,one,500.00000000000006,33375.0,56,0,943394,False,2,2,84.0,218,3,2.6,9,very_unsat,very_little,no,STAY
C104466,zero,73.39449541284405,77484.0,227,21,225390,True,1,2,114.0,686,10,1.8,6,unsat,very_high,considering,STAY
C104467,one,377.9527559055118,86332.5,154,6,,,0,4,243.0,691,3,2.2,5,very_unsat,very_high,actively_looking_into_it,LEAVE
C104468,zero,81.65322580645163,78449.0,212,68,664966,False,4,2,109.0,446,3,1.7,2,avg,very_little,actively_looking_into_it,LEAVE
C104470,one,750.0,39457.0,0,0,943137,False,3,3,120.0,388,0,3.5,8,sat,little,no,STAY
C104471,one,85.30805687203792,56554.0,92,23,434493,True,2,4,188.0,373,4,1.2,5,very_unsat,very_little,considering,STAY
C104472,one,510.0000000000001,14021.0,0,0,422136,True,3,2,87.0,165,0,2.7,8,very_unsat,little,actively_looking_into_it,STAY
C104474,one,193.06930693069307,43229.0,204,10,226100,True,3,3,173.0,215,13,1.6,1,avg,very_high,considering,LEAVE
C104476,one,426.92307692307696,37395.5,160,0,,,2,1,98.0,205,22,2.7,8,unsat,little,never_thought,LEAVE
C104477,one,524.9999999999999,60517.5,60,0,189322,True,3,4,100.0,884,3,3.8,11,very_sat,little,actively_looking_into_it,STAY
C104479,one,1223.463687150838,27991.0,79,0,678128,False,3,2,156.0,224,4,5.3,10,very_sat,little,considering,LEAVE
C104480,zero,379.4117647058823,67813.0,0,24,,,3,1,142.0,667,0,5.3,6,avg,avg,considering,STAY
C104481,zero,1511.1111111111109,37926.5,35,0,262400,True,1,4,104.0,376,4,4.8,4,very_unsat,very_little,considering,LEAVE
C104482,one,71.29277566539923,71967.0,262,69,592050,True,2,3,133.0,267,11,2.5,1,very_unsat,little,actively_looking_into_it,LEAVE
C104484,one,288.81987577639745,78908.5,222,0,589676,True,5,1,105.0,412,14,2.1,10,very_unsat,very_little,actively_looking_into_it,LEAVE
C104485,zero,384.61538461538464,56672.0,56,88,476174,True,1,4,105.0,302,3,2.0,1,very_unsat,little,actively_looking_into_it,LEAVE
C104487,zero,356.2499999999999,87028.5,220,0,203681,True,4,2,120.0,681,17,2.8,14,very_unsat,high,actively_looking_into_it,STAY
C104488,zero,269.3181818181818,15146.0,0,78,653223,False,4,4,185.0,190,1,6.9,2,very_sat,little,actively_looking_into_it,STAY
C104489,one,960.0,79351.0,0,75,299943,True,0,1,126.0,724,1,2.2,2,unsat,very_little,actively_looking_into_it,STAY
C104490,one,277.1739130434783,62477.5,84,83,245808,True,1,2,140.0,279,5,2.7,2,avg,very_high,no,STAY
C104492,zero,5.94059405940594,44626.5,60,85,667048,False,2,1,225.0,395,4,1.2,2,unsat,little,no,STAY
C104493,zero,1059.7826086956522,67817.5,84,0,209201,True,2,3,142.0,505,4,5.5,8,very_unsat,little,perhaps,LEAVE
C104494,one,1350.0,22871.5,0,0,458243,True,2,2,72.0,259,3,3.5,11,very_unsat,high,considering,LEAVE
C104495,zero,78.94736842105262,69401.5,52,24,169357,True,1,2,158.0,764,3,1.4,2,unsat,little,considering,STAY
C104496,one,81.88585607940446,37361.5,229,88,181720,True,2,2,171.0,235,14,2.3,1,avg,little,no,LEAVE
C104497,zero,1275.4491017964071,57095.0,67,13,564081,True,1,4,80.0,644,19,6.1,4,very_unsat,very_little,no,STAY
C104499,one,252.03252032520322,69737.0,159,11,892155,False,3,3,190.0,746,28,2.1,5,avg,little,actively_looking_into_it,LEAVE
C104500,zero,206.65083135391922,94829.0,192,55,468472,True,2,4,143.0,866,26,5.8,2,unsat,high,never_thought,LEAVE
C104502,one,972.0670391061453,20853.0,79,0,152214,True,2,1,205.0,161,13,3.8,5,very_unsat,high,considering,LEAVE
C104503,one,154.83870967741933,11409.0,0,21,214415,True,4,2,132.0,218,1,2.6,4,very_sat,very_little,never_thought,STAY
C104504,zero,261.8296529968455,58355.0,61,79,617497,False,4,4,128.0,169,3,9.3,2,very_unsat,very_high,actively_looking_into_it,STAY
C104505,zero,276.595744680851,24415.0,41,78,657507,False,1,4,236.0,389,4,2.3,1,unsat,little,considering,STAY
C104507,one,120.43795620437956,96531.5,226,77,382024,True,2,1,84.0,892,21,4.4,2,avg,little,actively_looking_into_it,LEAVE
C104508,zero,235.44303797468353,65059.5,185,11,,,4,2,121.0,210,28,2.1,4,very_sat,very_little,perhaps,STAY
C104510,one,1282.8947368421052,44546.5,52,48,814268,False,0,2,229.0,325,3,6.5,1,very_unsat,very_little,never_thought,STAY
C104512,one,366.6666666666667,53044.0,0,8,194267,True,2,1,103.0,440,0,3.2,4,very_unsat,very_high,actively_looking_into_it,STAY
C104517,one,242.4242424242424,21512.5,77,12,562195,True,3,1,131.0,168,4,2.4,5,very_sat,little,perhaps,STAY
C104519,one,596.3855421686746,34309.5,66,51,733900,False,0,4,128.0,339,5,3.3,1,unsat,very_little,actively_looking_into_it,STAY
C104520,zero,622.4783861671469,67749.0,247,0,590338,True,0,3,66.0,257,27,5.2,15,very_unsat,very_high,considering,LEAVE
C104521,one,500.00000000000006,76900.5,0,20,940838,False,4,4,78.0,448,1,4.0,5,very_unsat,little,never_thought,STAY
C104523,zero,319.3277310924369,26802.5,77,18,459411,True,2,1,114.0,215,3,2.8,4,sat,avg,no,STAY
C104524,one,293.0232558139535,76296.5,0,76,802987,False,3,3,154.0,544,3,7.4,2,sat,very_high,perhaps,LEAVE
C104525,zero,778.6259541984732,41485.0,31,0,158310,True,0,4,123.0,283,3,1.4,11,very_unsat,little,no,LEAVE
C104527,zero,361.5635179153095,41526.5,207,0,637061,False,1,3,101.0,196,26,3.7,14,avg,little,no,LEAVE
C104528,one,1204.0816326530612,82724.5,47,44,503487,True,1,3,98.0,578,5,3.9,2,sat,little,no,LEAVE
C104530,one,90.04092769440655,57029.5,43,59,867152,False,5,1,150.0,704,3,1.2,2,very_unsat,little,considering,LEAVE
C104531,one,612.2448979591837,46492.5,47,72,223916,True,0,2,163.0,359,5,3.0,2,very_sat,little,perhaps,LEAVE
C104532,zero,420.0,64096.0,0,21,713494,False,0,2,101.0,762,1,1.4,4,unsat,very_little,perhaps,LEAVE
C104533,one,1740.0,66153.0,0,0,366538,True,3,2,172.0,586,3,4.8,13,unsat,very_high,considering,STAY
C104535,zero,170.56856187290967,62022.5,199,0,,,1,2,190.0,235,20,0.7,9,very_unsat,very_high,actively_looking_into_it,LEAVE
C104536,one,383.9285714285714,46091.0,236,61,182891,True,1,2,202.0,169,24,2.3,1,very_unsat,very_little,no,LEAVE
C104538,one,42.70462633451956,42800.0,181,0,698911,False,4,4,74.0,174,25,1.4,9,unsat,little,considering,STAY
C104539,one,240.0,78293.0,0,24,210860,True,0,4,180.0,489,1,0.8,5,avg,very_little,considering,STAY
C104540,one,500.00000000000006,37413.0,38,0,421266,True,3,4,134.0,346,4,2.3,8,avg,little,never_thought,STAY
C104541,one,606.5573770491803,81260.5,83,19,206669,True,0,1,90.0,648,3,1.7,5,very_unsat,little,actively_looking_into_it,LEAVE
C104542,one,1140.0,17648.0,0,0,960791,False,1,4,109.0,182,1,2.8,11,unsat,very_high,considering,LEAVE
C104544,one,1122.6993865030677,16887.5,63,0,285961,True,1,2,276.0,237,5,7.1,15,very_unsat,little,never_thought,STAY
C104546,zero,506.4935064935065,76364.5,54,0,530227,True,2,3,107.0,770,5,2.6,11,unsat,very_high,considering,STAY
C104549,zero,221.47651006711408,14928.0,49,0,,,2,1,94.0,143,5,1.1,15,very_unsat,little,considering,STAY
C104550,zero,1740.0,27370.5,0,49,241558,True,0,1,125.0,350,0,5.8,1,very_unsat,very_high,actively_looking_into_it,LEAVE
C104551,one,1950.0,69562.0,0,0,159278,True,1,3,152.0,649,1,6.5,9,unsat,very_high,no,STAY
